model mu Z Age M(*+remn) F275_wfc3 F336_WFC3 F435W_WFC F475W_WFC F555W_WFC F606W_WFC F775W_WFC F502N_WFC F550M_WFC F658N_WFC F660N_WFC F439W_WFPC2 F555W_WFPC2 F675W_WFPC2
Ebi2.00Zm2.27T00.7000_iTp0.00_baseFe.fits 1.30 -2.27000 0.70000 0.91220 3.95765 4.00205 4.33363 4.28277 4.16774 4.06645 3.62655 4.24286 4.12284 3.82003 3.84081 4.34841 4.19005 3.85314
Ebi2.00Zm2.27T00.8000_iTp0.00_baseFe.fits 1.30 -2.27000 0.80000 0.90810 4.06466 4.08256 4.37535 4.31994 4.19937 4.09228 3.61867 4.27673 4.15241 3.83483 3.85738 4.38967 4.22237 3.86384
Ebi2.00Zm2.27T00.9000_iTp0.00_baseFe.fits 1.30 -2.27000 0.90000 0.90380 4.14855 4.14609 4.39642 4.32350 4.17382 4.04675 3.51302 4.26630 4.11619 3.75223 3.77975 4.41281 4.20176 3.78338
Ebi2.00Zm2.27T01.0000_iTp0.00_baseFe.fits 1.30 -2.27000 1.00000 0.89940 4.22978 4.22032 4.49478 4.40080 4.21639 4.07134 3.51301 4.32567 4.14760 3.74391 3.77689 4.51549 4.25049 3.78268
Ebi2.00Zm2.27T01.2500_iTp0.00_baseFe.fits 1.30 -2.27000 1.25000 0.89100 4.57669 4.46803 4.72229 4.61775 4.41868 4.26981 3.72336 4.53276 4.34586 3.93571 3.97036 4.74475 4.45533 3.97907
Ebi2.00Zm2.27T01.5000_iTp0.00_baseFe.fits 1.30 -2.27000 1.50000 0.88450 4.84661 4.64985 4.88610 4.77584 4.56792 4.41362 3.85349 4.68642 4.49214 4.07025 4.10599 4.90951 4.60588 4.11466
Ebi2.00Zm2.27T01.7500_iTp0.00_baseFe.fits 1.30 -2.27000 1.75000 0.87960 5.06906 4.78575 4.98988 4.87486 4.66173 4.50643 3.95215 4.78124 4.58444 4.16194 4.19773 5.01326 4.70050 4.20730
Ebi2.00Zm2.27T02.0000_iTp0.00_baseFe.fits 1.30 -2.27000 2.00000 0.87530 5.31531 4.89629 5.07801 4.95666 4.73436 4.57437 4.01190 4.85808 4.65413 4.22185 4.25871 5.10232 4.77459 4.26853
Ebi2.00Zm2.27T02.2500_iTp0.00_baseFe.fits 1.30 -2.27000 2.25000 0.87140 5.40018 4.98344 5.16437 5.03864 4.81008 4.64698 4.07992 4.93656 4.72790 4.28930 4.32661 5.18941 4.85126 4.33699
Ebi2.00Zm2.27T02.5000_iTp0.00_baseFe.fits 1.30 -2.27000 2.50000 0.86800 5.61255 5.08292 5.24886 5.11928 4.88552 4.72013 4.15064 5.01384 4.80190 4.35853 4.39613 5.27442 4.92761 4.40699
Ebi2.00Zm2.27T02.7500_iTp0.00_baseFe.fits 1.30 -2.27000 2.75000 0.86490 5.70735 5.14209 5.31521 5.17977 4.93734 4.76821 4.19352 5.06925 4.85128 4.40014 4.43857 5.34219 4.98091 4.45020
Ebi2.00Zm2.27T03.0000_iTp0.00_baseFe.fits 1.30 -2.27000 3.00000 0.86210 5.77414 5.19636 5.38498 5.24461 4.99466 4.82201 4.24133 5.12986 4.90648 4.44749 4.48681 5.41333 5.03954 4.49909
Ebi2.00Zm2.27T03.2500_iTp0.00_baseFe.fits 1.30 -2.27000 3.25000 0.85950 5.85547 5.24714 5.44275 5.29825 5.04217 4.86661 4.28042 5.18016 4.95224 4.48666 4.52683 5.47218 5.08809 4.53960
Ebi2.00Zm2.27T03.5000_iTp0.00_baseFe.fits 1.30 -2.27000 3.50000 0.85720 5.91324 5.27020 5.49566 5.34726 5.08377 4.90464 4.31399 5.22542 4.99169 4.51734 4.55885 5.52705 5.13112 4.57305
Ebi2.00Zm2.27T03.7500_iTp0.00_baseFe.fits 1.30 -2.27000 3.75000 0.85490 5.97288 5.32114 5.54344 5.39209 5.12457 4.94336 4.34748 5.26812 5.03123 4.55268 4.59455 5.57528 5.17256 4.60879
Ebi2.00Zm2.27T04.0000_iTp0.00_baseFe.fits 1.30 -2.27000 4.00000 0.85280 6.02881 5.36992 5.59741 5.44376 5.17274 4.98983 4.39104 5.31794 5.07827 4.59632 4.63852 5.62985 5.22131 4.65302
Ebi2.00Zm2.27T04.5000_iTp0.00_baseFe.fits 1.30 -2.27000 4.50000 0.84910 6.14819 5.47453 5.68447 5.52663 5.25062 5.06619 4.46608 5.39784 5.15464 4.67061 4.71287 5.71725 5.29997 4.72819
Ebi2.00Zm2.27T05.0000_iTp0.00_baseFe.fits 1.30 -2.27000 5.00000 0.84580 6.26984 5.57532 5.76952 5.60410 5.31811 5.12924 4.52264 5.47004 5.21875 4.72634 4.76923 5.80338 5.36901 4.78550
Ebi2.00Zm2.27T05.5000_iTp0.00_baseFe.fits 1.30 -2.27000 5.50000 0.84270 6.36625 5.65771 5.84568 5.67556 5.38334 5.19231 4.58449 5.53793 5.28211 4.78616 4.82934 5.88038 5.43527 4.84663
Ebi2.00Zm2.27T06.0000_iTp0.00_baseFe.fits 1.30 -2.27000 6.00000 0.84010 6.43846 5.72790 5.91736 5.74589 5.45166 5.25994 4.65112 5.60717 5.34980 4.85243 4.89572 5.95247 5.50396 4.91344
Ebi2.00Zm2.27T06.5000_iTp0.00_baseFe.fits 1.30 -2.27000 6.50000 0.83760 6.51757 5.80593 5.96724 5.79318 5.49673 5.30407 4.69080 5.65299 5.39422 4.89554 4.93872 6.00202 5.54932 4.95595
Ebi2.00Zm2.27T07.0000_iTp0.00_baseFe.fits 1.30 -2.27000 7.00000 0.83540 6.57875 5.87727 6.01404 5.83774 5.53945 5.34556 4.72716 5.69625 5.43629 4.93548 4.97836 6.04838 5.59225 4.99526
Ebi2.00Zm2.27T07.5000_iTp0.00_baseFe.fits 1.30 -2.27000 7.50000 0.83330 6.61182 5.92325 6.05643 5.87932 5.57996 5.38503 4.76230 5.73757 5.47646 4.97332 5.01628 6.09090 5.63281 5.03288
Ebi2.00Zm2.27T08.0000_iTp0.00_baseFe.fits 1.30 -2.27000 8.00000 0.83150 6.67796 5.98689 6.10540 5.92362 5.61930 5.42210 4.79427 5.77872 5.51424 5.00720 5.05030 6.13989 5.67284 5.06674
Ebi2.00Zm2.27T08.5000_iTp0.00_baseFe.fits 1.30 -2.27000 8.50000 0.82980 6.72348 6.03461 6.13688 5.95346 5.64761 5.44959 4.81911 5.80763 5.54206 5.03357 5.07659 6.17122 5.70132 5.09297
Ebi2.00Zm2.27T09.0000_iTp0.00_baseFe.fits 1.30 -2.27000 9.00000 0.82820 6.76952 6.07608 6.16731 5.98329 5.67729 5.47958 4.85112 5.83709 5.57172 5.06445 5.10694 6.20139 5.73094 5.12383
Ebi2.00Zm2.27T09.5000_iTp0.00_baseFe.fits 1.30 -2.27000 9.50000 0.82670 6.81722 6.11770 6.19651 6.01224 5.70623 5.50833 4.87850 5.86615 5.60053 5.09290 5.13532 6.23036 5.75980 5.15210
Ebi2.00Zm2.27T10.0000_iTp0.00_baseFe.fits 1.30 -2.27000 10.00000 0.82530 6.85825 6.15392 6.23071 6.04486 5.73715 5.53819 4.90537 5.89792 5.63088 5.12139 5.16389 6.26459 5.79083 5.18031
Ebi2.00Zm2.27T10.5000_iTp0.00_baseFe.fits 1.30 -2.27000 10.50000 0.82390 6.91332 6.20483 6.26489 6.07769 5.76841 5.56828 4.93248 5.93016 5.66164 5.14960 5.19224 6.29877 5.82224 5.20861
Ebi2.00Zm2.27T11.0000_iTp0.00_baseFe.fits 1.30 -2.27000 11.00000 0.82040 6.94054 6.23627 6.30122 6.11168 5.79907 5.59731 4.95840 5.96255 5.69127 5.17585 5.21883 6.33576 5.85340 5.23545
Ebi2.00Zm2.27T11.5000_iTp0.00_baseFe.fits 1.30 -2.27000 11.50000 0.81680 6.97698 6.27397 6.33750 6.14515 5.82897 5.62552 4.98398 5.99423 5.72001 5.20131 5.24460 6.37248 5.88378 5.26156
Ebi2.00Zm2.27T12.0000_iTp0.00_baseFe.fits 1.30 -2.27000 12.00000 0.81330 7.00312 6.30642 6.37141 6.17709 5.85815 5.65308 5.00727 6.02503 5.74823 5.22616 5.26983 6.40677 5.91336 5.28665
Ebi2.00Zm2.27T12.5000_iTp0.00_baseFe.fits 1.30 -2.27000 12.50000 0.80970 7.03457 6.34050 6.40999 6.21386 5.89254 5.68642 5.03883 6.06062 5.78189 5.25772 5.30155 6.44577 5.94810 5.31868
Ebi2.00Zm2.27T13.0000_iTp0.00_baseFe.fits 1.30 -2.27000 13.00000 0.80610 7.07478 6.37478 6.44442 6.24589 5.92146 5.71406 5.06551 6.09097 5.80987 5.28319 5.32728 6.48069 5.97750 5.34490
Ebi2.00Zm2.27T13.5000_iTp0.00_baseFe.fits 1.30 -2.27000 13.50000 0.80260 7.09531 6.40024 6.47527 6.27466 5.94728 5.73841 5.08726 6.11831 5.83479 5.30522 5.34969 6.51212 6.00376 5.36728
Ebi2.00Zm2.27T14.0000_iTp0.00_baseFe.fits 1.30 -2.27000 14.00000 0.79900 7.11622 6.42631 6.50626 6.30358 5.97313 5.76274 5.10888 6.14575 5.85963 5.32684 5.37178 6.54373 6.03008 5.38954
Ebi2.00Zm1.79T00.0300_iTp0.00_baseFe.fits 1.30 -1.79000 0.03000 0.97900 1.71009 2.19175 3.25883 3.32400 3.37278 3.37855 3.38103 3.38790 3.39373 3.30828 3.34618 3.28335 3.36821 3.39007
Ebi2.00Zm1.79T00.0400_iTp0.00_baseFe.fits 1.30 -1.79000 0.04000 0.97530 1.91272 2.35348 3.34602 3.40308 3.44145 3.44127 3.42082 3.45991 3.45752 3.36490 3.39723 3.36883 3.43850 3.43944
Ebi2.00Zm1.79T00.0500_iTp0.00_baseFe.fits 1.30 -1.79000 0.05000 0.97220 2.06418 2.48686 3.42425 3.47499 3.50552 3.50081 3.46038 3.52597 3.51813 3.41990 3.44803 3.44571 3.50379 3.48887
Ebi2.00Zm1.79T00.0600_iTp0.00_baseFe.fits 1.30 -1.79000 0.06000 0.97220 2.17782 2.58734 3.48251 3.52755 3.55041 3.54118 3.48239 3.57355 3.55978 3.45261 3.47906 3.50316 3.54989 3.51907
Ebi2.00Zm1.79T00.0700_iTp0.00_baseFe.fits 1.30 -1.79000 0.07000 0.96750 2.27401 2.68051 3.53534 3.57217 3.58234 3.56496 3.47549 3.61070 3.58639 3.46220 3.48774 3.55541 3.58397 3.52517
Ebi2.00Zm1.79T00.0800_iTp0.00_baseFe.fits 1.30 -1.79000 0.08000 0.96750 2.34951 2.74616 3.56323 3.58962 3.58122 3.54845 3.38722 3.61899 3.57683 3.41398 3.44120 3.58332 3.58593 3.47319
Ebi2.00Zm1.79T00.0900_iTp0.00_baseFe.fits 1.30 -1.79000 0.09000 0.96570 2.42309 2.79777 3.56963 3.58454 3.55610 3.50905 3.28420 3.60356 3.54292 3.34733 3.37607 3.58985 3.56419 3.40434
Ebi2.00Zm1.79T00.1000_iTp0.00_baseFe.fits 1.30 -1.79000 0.10000 0.96220 2.45655 2.81104 3.55443 3.56180 3.51887 3.45930 3.16247 3.57398 3.49865 3.27331 3.30377 3.57495 3.52927 3.32725
Ebi2.00Zm1.79T00.1500_iTp0.00_baseFe.fits 1.30 -1.79000 0.15000 0.95360 2.77822 3.08744 3.73396 3.72131 3.64708 3.56667 3.19708 3.71513 3.61409 3.34419 3.37549 3.75412 3.66258 3.39410
Ebi2.00Zm1.79T00.2000_iTp0.00_baseFe.fits 1.30 -1.79000 0.20000 0.94740 3.03047 3.24636 3.82548 3.80770 3.72942 3.64847 3.28317 3.79613 3.69560 3.42712 3.45648 3.84430 3.74555 3.47499
Ebi2.00Zm1.79T00.2500_iTp0.00_baseFe.fits 1.30 -1.79000 0.25000 0.94220 3.18366 3.37599 3.90467 3.87919 3.79132 3.70569 3.32843 3.86087 3.75402 3.47814 3.50652 3.92288 3.80884 3.52392
Ebi2.00Zm1.79T00.3000_iTp0.00_baseFe.fits 1.30 -1.79000 0.30000 0.93760 3.32353 3.50084 3.98534 3.95559 3.86381 3.77737 3.39822 3.93376 3.82548 3.55101 3.57727 4.00280 3.88187 3.59406
Ebi2.00Zm1.79T00.3500_iTp0.00_baseFe.fits 1.30 -1.79000 0.35000 0.93370 3.43047 3.58441 4.03898 4.00488 3.90881 3.82076 3.43812 3.97907 3.86916 3.59359 3.61846 4.05572 3.92738 3.63523
Ebi2.00Zm1.79T00.4000_iTp0.00_baseFe.fits 1.30 -1.79000 0.40000 0.93000 3.54576 3.65978 4.09344 4.05551 3.95555 3.86594 3.47769 4.02646 3.91452 3.63748 3.66118 4.10952 3.97473 3.67753
Ebi2.00Zm1.79T00.4500_iTp0.00_baseFe.fits 1.30 -1.79000 0.45000 0.92670 3.64419 3.73676 4.15619 4.11540 4.01237 3.92193 3.53204 4.08393 3.97050 3.69230 3.71562 4.17198 4.03218 3.73220
Ebi2.00Zm1.79T00.5000_iTp0.00_baseFe.fits 1.30 -1.79000 0.50000 0.92370 3.73065 3.81127 4.20751 4.16193 4.05277 3.95890 3.55711 4.12661 4.00870 3.72432 3.74719 4.22310 4.07354 3.76267
Ebi2.00Zm1.79T00.6000_iTp0.00_baseFe.fits 1.30 -1.79000 0.60000 0.91830 3.87885 3.94449 4.30474 4.25353 4.13724 4.03840 3.61840 4.21383 4.09073 3.79550 3.81828 4.32007 4.15910 3.83166
Ebi2.00Zm1.79T00.7000_iTp0.00_baseFe.fits 1.30 -1.79000 0.70000 0.91360 4.00976 4.05767 4.39545 4.33958 4.21725 4.11492 3.68485 4.29578 4.16886 3.86566 3.88883 4.41076 4.24013 3.90138
Ebi2.00Zm1.79T00.8000_iTp0.00_baseFe.fits 1.30 -1.79000 0.80000 0.90950 4.08454 4.13528 4.46003 4.39396 4.25639 4.14523 3.69288 4.34152 4.20305 3.87915 3.90400 4.47639 4.28192 3.91595
Ebi2.00Zm1.79T00.9000_iTp0.00_baseFe.fits 1.30 -1.79000 0.90000 0.90570 4.20320 4.18690 4.47009 4.37880 4.20199 4.06581 3.54126 4.30683 4.13508 3.75465 3.78495 4.48961 4.23382 3.79297
Ebi2.00Zm1.79T01.0000_iTp0.00_baseFe.fits 1.30 -1.79000 1.00000 0.90120 4.41235 4.30954 4.56282 4.44983 4.24084 4.08786 3.53309 4.36112 4.16343 3.74786 3.78224 4.58546 4.27772 3.79081
Ebi2.00Zm1.79T01.2500_iTp0.00_baseFe.fits 1.30 -1.79000 1.25000 0.89210 4.84399 4.58346 4.79655 4.66510 4.43146 4.26830 3.70861 4.56125 4.34668 3.91103 3.94784 4.82137 4.47225 3.95941
Ebi2.00Zm1.79T01.5000_iTp0.00_baseFe.fits 1.30 -1.79000 1.50000 0.88540 5.02795 4.74041 4.95411 4.81461 4.56894 4.39931 3.82787 4.70508 4.48000 4.03050 4.06920 4.98034 4.61156 4.08150
Ebi2.00Zm1.79T01.7500_iTp0.00_baseFe.fits 1.30 -1.79000 1.75000 0.88030 5.20623 4.85925 5.06966 4.92875 4.68166 4.51228 3.94665 4.81764 4.59248 4.14377 4.18215 5.09607 4.72452 4.19574
Ebi2.00Zm1.79T02.0000_iTp0.00_baseFe.fits 1.30 -1.79000 2.00000 0.87600 5.39690 4.95620 5.15630 5.00980 4.75489 4.58142 4.00645 4.89449 4.66328 4.20570 4.24492 5.18365 4.79900 4.25877
Ebi2.00Zm1.79T02.2500_iTp0.00_baseFe.fits 1.30 -1.79000 2.25000 0.87200 5.50837 5.03122 5.24246 5.09009 4.82672 4.64918 4.06540 4.96995 4.73268 4.26622 4.30648 5.27127 4.87220 4.32053
Ebi2.00Zm1.79T02.5000_iTp0.00_baseFe.fits 1.30 -1.79000 2.50000 0.86860 5.58516 5.10022 5.33496 5.18069 4.91396 4.73544 4.15224 5.05867 4.81899 4.35002 4.39082 5.36479 4.96008 4.40595
Ebi2.00Zm1.79T02.7500_iTp0.00_baseFe.fits 1.30 -1.79000 2.75000 0.86550 5.65310 5.12718 5.40080 5.24271 4.96833 4.78624 4.19828 5.11697 4.87113 4.39309 4.43548 5.43297 5.01589 4.45216
Ebi2.00Zm1.79T03.0000_iTp0.00_baseFe.fits 1.30 -1.79000 3.00000 0.86270 5.77659 5.21388 5.46901 5.30571 5.02472 4.83973 4.24761 5.17633 4.92539 4.44193 4.48471 5.50174 5.07332 4.50189
Ebi2.00Zm1.79T03.2500_iTp0.00_baseFe.fits 1.30 -1.79000 3.25000 0.86010 5.86917 5.29140 5.53317 5.36639 5.08121 4.89455 4.30000 5.23458 4.98065 4.49414 4.53702 5.56625 5.13051 4.55458
Ebi2.00Zm1.79T03.5000_iTp0.00_baseFe.fits 1.30 -1.79000 3.50000 0.85780 5.96083 5.36489 5.58691 5.41579 5.12533 4.93605 4.33541 5.28114 5.02310 4.53159 4.57473 5.62035 5.17541 4.59235
Ebi2.00Zm1.79T03.7500_iTp0.00_baseFe.fits 1.30 -1.79000 3.75000 0.85560 6.03727 5.43508 5.64103 5.46472 5.16857 4.97684 4.37088 5.32674 5.06468 4.56891 4.61228 5.67476 5.21943 4.62976
Ebi2.00Zm1.79T04.0000_iTp0.00_baseFe.fits 1.30 -1.79000 4.00000 0.85350 6.12363 5.50416 5.69385 5.51299 5.21154 5.01742 4.40641 5.37196 5.10604 4.60603 4.64963 5.72797 5.26318 4.66704
Ebi2.00Zm1.79T04.5000_iTp0.00_baseFe.fits 1.30 -1.79000 4.50000 0.84970 6.26838 5.62638 5.79077 5.60304 5.29386 5.09678 4.48042 5.45721 5.18625 4.68187 4.72566 5.82552 5.34668 4.74273
Ebi2.00Zm1.79T05.0000_iTp0.00_baseFe.fits 1.30 -1.79000 5.00000 0.84640 6.39513 5.72661 5.86646 5.67284 5.35647 5.15553 4.53011 5.52352 5.24652 4.73386 4.77818 5.90188 5.41028 4.79595
Ebi2.00Zm1.79T05.5000_iTp0.00_baseFe.fits 1.30 -1.79000 5.50000 0.84340 6.51047 5.82289 5.93890 5.73939 5.41650 5.21262 4.58139 5.58650 5.30459 4.78668 4.83126 5.97473 5.47116 4.84921
Ebi2.00Zm1.79T06.0000_iTp0.00_baseFe.fits 1.30 -1.79000 6.00000 0.84070 6.59781 5.90054 6.01463 5.81340 5.48821 5.28309 4.64950 5.65951 5.37555 4.85469 4.89946 6.05086 5.54315 4.91799
Ebi2.00Zm1.79T06.5000_iTp0.00_baseFe.fits 1.30 -1.79000 6.50000 0.83830 6.70638 5.99342 6.06810 5.86294 5.53406 5.32707 4.68774 5.70698 5.42025 4.89605 4.94080 6.10414 5.58943 4.95905
Ebi2.00Zm1.79T07.0000_iTp0.00_baseFe.fits 1.30 -1.79000 7.00000 0.83600 6.77215 6.05130 6.12023 5.91135 5.57799 5.36876 4.72493 5.75302 5.46279 4.93433 4.97932 6.15680 5.63399 4.99765
Ebi2.00Zm1.79T07.5000_iTp0.00_baseFe.fits 1.30 -1.79000 7.50000 0.83390 6.82822 6.09743 6.16992 5.95789 5.62018 5.40864 4.75995 5.79738 5.50359 4.97048 5.01585 6.20727 5.67684 5.03433
Ebi2.00Zm1.79T08.0000_iTp0.00_baseFe.fits 1.30 -1.79000 8.00000 0.83210 6.88690 6.15282 6.21578 6.00120 5.66058 5.44752 4.79525 5.83917 5.54308 5.00701 5.05255 6.25338 5.71761 5.07105
Ebi2.00Zm1.79T08.5000_iTp0.00_baseFe.fits 1.30 -1.79000 8.50000 0.83040 6.94475 6.20604 6.25372 6.03700 5.69416 5.48000 4.82500 5.87375 5.57592 5.03796 5.08346 6.29135 5.75148 5.10197
Ebi2.00Zm1.79T09.0000_iTp0.00_baseFe.fits 1.30 -1.79000 9.00000 0.82880 6.98293 6.25434 6.28019 6.06500 5.72447 5.51147 4.85881 5.90287 5.60675 5.07147 5.11638 6.31707 5.78142 5.13512
Ebi2.00Zm1.79T09.5000_iTp0.00_baseFe.fits 1.30 -1.79000 9.50000 0.82730 7.00531 6.30264 6.30872 6.09390 5.75438 5.54201 4.89063 5.93194 5.63689 5.10312 5.14764 6.34509 5.81118 5.16670
Ebi2.00Zm1.79T10.0000_iTp0.00_baseFe.fits 1.30 -1.79000 10.00000 0.82590 7.04121 6.33853 6.33553 6.12178 5.78333 5.57122 4.91959 5.96046 5.66597 5.13250 5.17697 6.37169 5.83997 5.19610
Ebi2.00Zm1.79T10.5000_iTp0.00_baseFe.fits 1.30 -1.79000 10.50000 0.82450 7.04810 6.36913 6.36019 6.14785 5.81129 5.59967 4.94762 5.98781 5.69425 5.16171 5.20587 6.39578 5.86751 5.22504
Ebi2.00Zm1.79T11.0000_iTp0.00_baseFe.fits 1.30 -1.79000 11.00000 0.82100 7.04171 6.38442 6.38562 6.17471 5.83920 5.62747 4.97405 6.01587 5.72217 5.18896 5.23326 6.42117 5.89517 5.25247
Ebi2.00Zm1.79T11.5000_iTp0.00_baseFe.fits 1.30 -1.79000 11.50000 0.81750 7.11690 6.42239 6.42272 6.20919 5.87071 5.65732 5.00087 6.04894 5.75270 5.21636 5.26092 6.45861 5.92694 5.28004
Ebi2.00Zm1.79T12.0000_iTp0.00_baseFe.fits 1.30 -1.79000 12.00000 0.81400 7.17848 6.45869 6.46186 6.24568 5.90322 5.68757 5.02686 6.08367 5.78398 5.24273 5.28791 6.49860 5.96004 5.30711
Ebi2.00Zm1.79T12.5000_iTp0.00_baseFe.fits 1.30 -1.79000 12.50000 0.81040 7.19642 6.48650 6.49957 6.28096 5.93522 5.71765 5.05270 6.11749 5.81490 5.26964 5.31529 6.53694 5.99241 5.33454
Ebi2.00Zm1.79T13.0000_iTp0.00_baseFe.fits 1.30 -1.79000 13.00000 0.80910 7.21858 6.51561 6.54199 6.32147 5.97265 5.75327 5.08495 6.15699 5.85125 5.30204 5.34819 6.58007 6.03028 5.36769
Ebi2.00Zm1.79T13.5000_iTp0.00_baseFe.fits 1.30 -1.79000 13.50000 0.80560 7.22937 6.53635 6.57511 6.35193 5.99924 5.77757 5.10523 6.18572 5.87661 5.32253 5.36917 6.61398 6.05742 5.38882
Ebi2.00Zm1.79T14.0000_iTp0.00_baseFe.fits 1.30 -1.79000 14.00000 0.80210 7.25576 6.56369 6.60909 6.38288 6.02612 5.80231 5.12598 6.21489 5.90219 5.34377 5.39100 6.64873 6.08483 5.41068
Ebi2.00Zm1.49T00.0300_iTp0.00_baseFe.fits 1.30 -1.49000 0.03000 0.97890 1.73127 2.19045 3.18634 3.23555 3.25658 3.24312 3.16959 3.28411 3.26525 3.13510 3.17263 3.21067 3.25688 3.21139
Ebi2.00Zm1.49T00.0400_iTp0.00_baseFe.fits 1.30 -1.49000 0.04000 0.97520 1.94054 2.35985 3.27358 3.31412 3.32428 3.30539 3.21140 3.35486 3.32842 3.19217 3.22481 3.29636 3.32641 3.26224
Ebi2.00Zm1.49T00.0500_iTp0.00_baseFe.fits 1.30 -1.49000 0.05000 0.97210 2.09818 2.50361 3.35887 3.39205 3.39371 3.37121 3.26470 3.42610 3.39500 3.25458 3.28387 3.38046 3.39719 3.32100
Ebi2.00Zm1.49T00.0600_iTp0.00_baseFe.fits 1.30 -1.49000 0.06000 0.97210 2.21142 2.60759 3.42227 3.45021 3.44543 3.41954 3.30073 3.47980 3.44387 3.29949 3.32648 3.44290 3.44983 3.36213
Ebi2.00Zm1.49T00.0700_iTp0.00_baseFe.fits 1.30 -1.49000 0.07000 0.96740 2.30820 2.70408 3.48125 3.50161 3.48562 3.45227 3.30539 3.52438 3.47927 3.31981 3.34578 3.50122 3.49178 3.37907
Ebi2.00Zm1.49T00.0800_iTp0.00_baseFe.fits 1.30 -1.49000 0.08000 0.96740 2.39183 2.77445 3.51778 3.52937 3.49856 3.45409 3.26111 3.54431 3.48575 3.29995 3.32643 3.53768 3.50717 3.35710
Ebi2.00Zm1.49T00.0900_iTp0.00_baseFe.fits 1.30 -1.49000 0.09000 0.96550 2.47082 2.83295 3.54013 3.54305 3.49807 3.44295 3.19553 3.55009 3.47970 3.26891 3.29630 3.56001 3.50905 3.32365
Ebi2.00Zm1.49T00.1000_iTp0.00_baseFe.fits 1.30 -1.49000 0.10000 0.96200 2.54650 2.88973 3.55718 3.55425 3.49988 3.43708 3.14520 3.55653 3.47744 3.24907 3.27674 3.57684 3.51234 3.30115
Ebi2.00Zm1.49T00.1500_iTp0.00_baseFe.fits 1.30 -1.49000 0.15000 0.95390 2.92946 3.15945 3.72027 3.70021 3.62089 3.54218 3.19108 3.68678 3.58849 3.32755 3.35454 3.73904 3.63739 3.37525
Ebi2.00Zm1.49T00.2000_iTp0.00_baseFe.fits 1.30 -1.49000 0.20000 0.94780 3.16484 3.33898 3.83543 3.80732 3.71795 3.63447 3.26791 3.78668 3.68217 3.41181 3.43819 3.85376 3.73610 3.45818
Ebi2.00Zm1.49T00.2500_iTp0.00_baseFe.fits 1.30 -1.49000 0.25000 0.94260 3.33445 3.48163 3.93351 3.89577 3.79415 3.70399 3.31539 3.86725 3.75389 3.47091 3.49648 3.95119 3.81427 3.51478
Ebi2.00Zm1.49T00.3000_iTp0.00_baseFe.fits 1.30 -1.49000 0.30000 0.93810 3.48704 3.59784 4.02932 3.98848 3.88398 3.79260 3.40217 3.95717 3.84270 3.55834 3.58308 4.04629 3.90442 3.60192
Ebi2.00Zm1.49T00.3500_iTp0.00_baseFe.fits 1.30 -1.49000 0.35000 0.93430 3.60037 3.67889 4.09817 4.05213 3.94093 3.84585 3.44569 4.01700 3.89708 3.60664 3.63095 4.11488 3.96230 3.64837
Ebi2.00Zm1.49T00.4000_iTp0.00_baseFe.fits 1.30 -1.49000 0.40000 0.93070 3.70462 3.76133 4.16205 4.11161 3.99542 3.89751 3.48831 4.07346 3.94984 3.65473 3.67856 4.17827 4.01742 3.69486
Ebi2.00Zm1.49T00.4500_iTp0.00_baseFe.fits 1.30 -1.49000 0.45000 0.92740 3.79559 3.84192 4.22585 4.17167 4.05071 3.94947 3.52634 4.13095 4.00336 3.70095 3.72520 4.24196 4.07332 3.73975
Ebi2.00Zm1.49T00.5000_iTp0.00_baseFe.fits 1.30 -1.49000 0.50000 0.92450 3.86385 3.90881 4.28058 4.22358 4.09892 3.99455 3.55616 4.18080 4.05018 3.73986 3.76491 4.29668 4.12207 3.77700
Ebi2.00Zm1.49T00.6000_iTp0.00_baseFe.fits 1.30 -1.49000 0.60000 0.91920 4.01465 4.04594 4.37805 4.31438 4.18156 4.07096 3.60670 4.26669 4.13008 3.80547 3.83110 4.39394 4.20577 3.83952
Ebi2.00Zm1.49T00.7000_iTp0.00_baseFe.fits 1.30 -1.49000 0.70000 0.91470 4.12876 4.16879 4.47386 4.40101 4.25621 4.13931 3.66117 4.34583 4.20085 3.86285 3.88933 4.48995 4.28231 3.89715
Ebi2.00Zm1.49T00.8000_iTp0.00_baseFe.fits 1.30 -1.49000 0.80000 0.91070 4.26897 4.26347 4.56389 4.47901 4.31630 4.18920 3.68410 4.41391 4.25529 3.89326 3.92252 4.58168 4.34545 3.92897
Ebi2.00Zm1.49T00.9000_iTp0.00_baseFe.fits 1.30 -1.49000 0.90000 0.90700 4.46178 4.36806 4.60083 4.49660 4.30802 4.16610 3.62399 4.41676 4.23864 3.84551 3.87802 4.61973 4.34094 3.88117
Ebi2.00Zm1.49T01.0000_iTp0.00_baseFe.fits 1.30 -1.49000 1.00000 0.90290 4.64179 4.45938 4.63799 4.51060 4.28800 4.12384 3.51708 4.41473 4.20656 3.76565 3.80280 4.65942 4.32607 3.80226
Ebi2.00Zm1.49T01.2500_iTp0.00_baseFe.fits 1.30 -1.49000 1.25000 0.89340 5.05069 4.71127 4.84837 4.70465 4.46055 4.29173 3.70312 4.59540 4.37288 3.92584 3.96349 4.87203 4.50248 3.97093
